,[1] Accuracy,[2] Accuracy,[3] Accuracy,[1] Steps,[2] Steps,[3] Steps,[1] Time,[2] Time,[3] Time
2582,90.0,55.55555555555557,50.0,10.0,9.0,8.0,19.25785803794861,93.5934317111969,303.2176041603088
2583,91.42857142857143,100.0,100.0,35.0,34.0,33.0,19.605542421340946,94.34556341171265,267.53739714622503
2584,80.0,100.0,100.0,30.0,29.0,28.0,19.61162495613098,91.79114890098572,214.59901142120358
2585,97.67441860465117,92.85714285714286,90.24390243902441,43.0,42.0,41.0,19.49946236610413,93.67202472686769,319.38267827034
2586,80.0,33.33333333333333,25.0,10.0,9.0,8.0,19.365379333496094,88.51879906654358,281.47587823867804
2587,85.98726114649679,71.15384615384616,83.87096774193549,157.0,156.0,155.0,20.821666240692142,100.03975796699524,293.74370050430304
2588,88.88888888888891,0.0,100.0,9.0,8.0,7.0,19.76779341697693,89.03797626495361,277.73306798934937
2589,86.20689655172413,71.42857142857143,77.7777777777778,29.0,28.0,27.0,19.86899328231811,88.91773295402527,252.48978161811831
2590,74.4186046511628,69.04761904761905,65.85365853658537,43.0,42.0,41.0,20.09353113174439,94.94625997543336,210.53247332572937
2591,88.31168831168831,75.0,62.66666666666667,77.0,76.0,75.0,20.35167980194092,94.29499554634094,236.5186080932617
2592,25.0,100.0,30.0,12.0,11.0,10.0,19.97802758216858,95.60587763786316,212.3703248500824
2594,78.78787878787878,81.25,80.64516129032258,33.0,32.0,31.0,20.39167022705078,92.15483379364014,242.61826491355896
2595,96.29629629629628,73.07692307692307,76.0,27.0,26.0,25.0,19.90683078765869,94.71356105804443,253.48813247680664
2596,84.0,37.5,73.91304347826086,25.0,24.0,23.0,20.245034694671627,94.19795608520508,285.16551709175116
2597,92.15686274509804,84.0,79.59183673469387,51.0,50.0,49.0,20.736191749572754,91.44024157524107,215.39087462425232
2598,83.33333333333334,76.47058823529412,100.0,18.0,17.0,16.0,19.50305151939392,97.35078573226929,286.8381893634796
2599,91.66666666666666,91.30434782608695,90.9090909090909,24.0,23.0,22.0,19.93012309074402,94.3839750289917,302.6037225723266
2600,64.0,91.66666666666666,86.95652173913044,25.0,24.0,23.0,19.80385398864746,97.38583040237428,252.18354606628415
2601,81.81818181818183,58.139534883720934,85.71428571428571,44.0,43.0,42.0,20.25266718864441,94.55875778198242,252.25351977348328
2602,100.0,100.0,89.2857142857143,30.0,29.0,28.0,20.128768444061283,97.55652952194214,279.14145874977106
2603,100.0,28.57142857142857,95.0,22.0,21.0,20.0,19.745649099349976,92.7808985710144,275.51205134391785
2604,89.47368421052632,89.18918918918921,91.66666666666666,38.0,37.0,36.0,19.955458641052246,99.30000281333923,231.66439986228943
2605,95.83333333333334,87.23404255319151,91.30434782608695,48.0,47.0,46.0,20.061062335968014,94.9424967765808,282.7087621688844
2606,61.111111111111114,70.58823529411767,100.0,18.0,17.0,16.0,19.83886909484864,96.21488118171692,304.2964832782745
2607,70.83333333333334,85.1063829787234,78.26086956521739,48.0,47.0,46.0,20.142877101898197,95.51175355911256,303.3311567306518
2608,92.45283018867924,90.3846153846154,78.43137254901961,53.0,52.0,51.0,20.25715780258179,97.69598865509032,290.54851150512695
2609,100.0,36.36363636363637,100.0,23.0,22.0,21.0,20.089980363845825,90.89046716690063,303.2523946762085
2610,89.2857142857143,85.18518518518519,76.92307692307693,28.0,27.0,26.0,20.542572259902954,98.61855888366699,260.00886058807373
2611,82.35294117647058,72.72727272727273,87.5,34.0,33.0,32.0,20.789273500442505,94.2527437210083,216.37284255027768
2612,89.2857142857143,92.5925925925926,96.15384615384615,28.0,27.0,26.0,20.515338897705078,97.65306162834169,305.9388587474823
2613,95.0,84.61538461538461,86.8421052631579,40.0,39.0,38.0,20.65228843688965,93.12056136131287,315.54388880729675
2614,100.0,74.28571428571429,94.11764705882351,36.0,35.0,34.0,20.97630500793457,99.34272003173828,305.8038334846497
2615,100.0,62.5,85.71428571428571,9.0,8.0,7.0,20.36777758598328,95.47874450683594,283.80482435226435
2616,46.66666666666666,50.0,30.76923076923077,15.0,14.0,13.0,21.193840980529785,95.50641059875488,295.59626531600946
2618,91.66666666666666,78.72340425531915,86.95652173913044,48.0,47.0,46.0,20.926422595977787,88.8092405796051,311.63851857185364
2619,100.0,26.66666666666667,64.28571428571429,16.0,15.0,14.0,20.877528429031372,95.31480526924132,275.5859191417694
2620,89.47368421052632,88.88888888888891,76.47058823529412,19.0,18.0,17.0,20.521615505218502,96.66224527359007,289.3517599105835
2621,100.0,90.0,100.0,21.0,20.0,19.0,20.853075504302982,101.6045241355896,301.47141075134283
2622,63.157894736842096,77.7777777777778,94.11764705882351,19.0,18.0,17.0,20.613760232925415,91.07568526268005,293.31699013710016
2623,89.2857142857143,40.74074074074074,100.0,28.0,27.0,26.0,20.83193302154541,101.50458669662477,290.23828697204584
2624,40.0,63.157894736842096,88.88888888888891,20.0,19.0,18.0,21.284854173660282,96.24525451660156,210.5659184455872
2625,93.02325581395347,100.0,95.1219512195122,43.0,42.0,41.0,21.354954719543453,102.33401679992676,308.93970799446106
2626,68.18181818181817,57.14285714285714,65.0,22.0,21.0,20.0,20.991666316986088,95.40950226783752,317.13428854942316
2627,94.44444444444444,100.0,97.05882352941177,36.0,35.0,34.0,21.224733114242554,99.22176933288574,316.6282820701598
2629,83.33333333333334,41.17647058823529,75.0,18.0,17.0,16.0,21.5590603351593,92.98938965797424,285.6927788257599
2630,89.2857142857143,70.37037037037038,100.0,28.0,27.0,26.0,21.58925724029541,100.41796565055849,327.69375705718994
2631,65.38461538461539,80.0,75.0,26.0,25.0,24.0,21.60388207435608,97.09810471534729,306.75837826728815
2632,91.8918918918919,88.88888888888891,85.71428571428571,37.0,36.0,35.0,21.27905464172364,102.34293818473816,311.0339283943176
2633,54.28571428571429,47.058823529411754,39.39393939393939,35.0,34.0,33.0,21.58513736724853,94.02172493934631,308.0302934646606
2634,88.3720930232558,85.71428571428571,82.92682926829268,43.0,42.0,41.0,22.14380121231079,104.76998949050905,295.6768243312836
2635,36.36363636363637,40.0,22.222222222222214,11.0,10.0,9.0,21.674998998641968,93.06725096702576,328.69201421737665
2636,91.30434782608695,72.72727272727273,85.71428571428571,23.0,22.0,21.0,21.26596236228943,104.99863052368164,296.8353462219238
2637,75.0,67.74193548387096,93.33333333333331,32.0,31.0,30.0,21.28584170341492,95.79282116889955,312.5139646530152
2638,91.48936170212765,95.65217391304348,71.1111111111111,47.0,46.0,45.0,21.99918437004089,101.5054256916046,293.0587363243103
2639,100.0,91.42857142857143,100.0,36.0,35.0,34.0,21.95258092880249,100.35695743560792,328.25626134872437
2640,54.54545454545454,0.0,100.0,11.0,10.0,9.0,21.662621259689328,100.69615364074707,320.0163414478302
2641,44.444444444444436,53.84615384615386,72.0,27.0,26.0,25.0,21.74969983100891,96.4660975933075,307.33048510551447
2642,97.05882352941177,78.78787878787878,90.625,34.0,33.0,32.0,22.443152904510498,102.19192337989807,300.24991083145136
2643,73.17073170731706,42.5,92.30769230769228,41.0,40.0,39.0,22.27567720413208,100.22928905487059,306.0437638759613
2644,85.0,82.05128205128204,89.47368421052632,40.0,39.0,38.0,21.837502002716064,100.0214958190918,294.359881401062
2645,100.0,57.14285714285714,85.18518518518519,29.0,28.0,27.0,22.61206722259521,100.25240111351013,349.3520586490631
2646,82.85714285714286,67.64705882352942,84.84848484848484,35.0,34.0,33.0,22.746701002120968,102.85027623176576,316.0252158641815
2647,81.3953488372093,83.33333333333334,95.1219512195122,43.0,42.0,41.0,22.58426523208618,97.17513728141785,287.2308638095856
2648,87.5,87.17948717948721,86.8421052631579,40.0,39.0,38.0,22.97291874885559,100.74945116043092,237.7470986843109
2649,76.31578947368422,59.45945945945946,80.55555555555556,38.0,37.0,36.0,22.536773681640625,100.94340205192566,335.57853817939764
2650,94.5945945945946,100.0,97.14285714285714,37.0,36.0,35.0,22.102022171020508,101.41440606117249,325.790992975235
2651,86.0,61.224489795918366,75.0,50.0,49.0,48.0,22.450547695159912,96.16080284118652,334.4962403774261
2652,91.11111111111113,68.18181818181817,88.3720930232558,45.0,44.0,43.0,22.97846555709839,104.65224504470824,324.1580178737641
2653,85.0,87.17948717948721,86.8421052631579,40.0,39.0,38.0,23.06421971321106,98.44347882270813,264.10395956039434
2654,87.17948717948721,92.10526315789473,94.5945945945946,39.0,38.0,37.0,22.50267219543457,105.68872451782228,249.6063506603241
2655,91.8918918918919,94.44444444444444,77.14285714285717,37.0,36.0,35.0,23.205108880996704,100.11305379867555,326.7374098300934
2656,76.0,66.66666666666666,56.52173913043478,25.0,24.0,23.0,22.02314019203186,98.86726784706116,297.43851447105413
2657,66.66666666666666,62.06896551724138,75.0,30.0,29.0,28.0,22.09991836547852,106.6221854686737,242.5244348049164
2658,80.55555555555556,68.57142857142857,73.52941176470588,36.0,35.0,34.0,22.473985433578488,101.13195943832396,323.5424799919128
2659,57.14285714285714,61.764705882352935,60.60606060606061,35.0,34.0,33.0,23.093658447265625,102.8969829082489,333.74400806427
2660,88.23529411764706,50.0,86.66666666666669,17.0,16.0,15.0,22.52740859985352,101.41526389122008,319.98353028297424
2661,68.42105263157895,83.33333333333334,64.70588235294117,19.0,18.0,17.0,22.382715225219727,104.79095649719238,245.63816237449646
2662,94.82758620689656,91.22807017543859,94.64285714285714,58.0,57.0,56.0,23.421520948410034,102.31690979003906,322.491073846817
2663,83.33333333333334,90.9090909090909,60.0,12.0,11.0,10.0,22.719519853591922,100.77842330932616,224.3950901031494
2664,100.0,16.666666666666664,100.0,13.0,12.0,11.0,22.9020414352417,102.80350637435913,332.6959028244018
2665,100.0,87.5,100.0,9.0,8.0,7.0,23.08281254768372,103.26654934883119,314.80874276161194
2666,80.0,77.7777777777778,50.0,10.0,9.0,8.0,23.505518913269054,98.89215660095215,256.7503399848938
2667,66.66666666666666,27.27272727272727,40.0,12.0,11.0,10.0,23.56343197822571,103.18484807014464,309.6944534778595
2668,95.23809523809523,75.60975609756099,90.0,42.0,41.0,40.0,22.842522621154785,100.11296439170836,301.07971787452703
2669,77.21518987341773,74.35897435897436,74.02597402597402,79.0,78.0,77.0,23.779188394546512,107.62525701522829,318.69003701210016
2670,66.66666666666666,94.11764705882351,100.0,18.0,17.0,16.0,23.21562528610229,102.82367372512816,231.8947823047638
2671,97.87234042553192,86.95652173913044,86.66666666666669,47.0,46.0,45.0,23.58594274520874,105.60249066352844,314.4052994251251
2672,68.75,51.61290322580646,83.33333333333334,32.0,31.0,30.0,23.526475429534912,102.45259928703308,322.76454210281366
2673,5.882352941176469,50.0,60.0,17.0,16.0,15.0,23.5767126083374,102.20686745643616,289.4195816516876
2674,100.0,71.05263157894737,100.0,39.0,38.0,37.0,23.7381432056427,102.58140182495116,334.23996281623835
2675,76.08695652173914,86.66666666666669,77.27272727272727,46.0,45.0,44.0,23.96018123626709,100.26787376403809,336.42808842659
2676,82.0,73.46938775510205,85.41666666666666,50.0,49.0,48.0,23.88991117477417,104.66433835029602,314.4619426727295
2677,46.153846153846146,0.0,72.72727272727273,13.0,12.0,11.0,23.6689727306366,102.57077026367188,318.0252118110657
2678,87.5,0.0,0.0,8.0,7.0,6.0,24.07224917411804,108.21825861930849,342.91432404518133
2679,64.1025641025641,73.68421052631578,86.4864864864865,39.0,38.0,37.0,23.96765899658203,102.75360369682312,302.23775815963745
2680,89.47368421052632,88.88888888888891,100.0,19.0,18.0,17.0,24.02868676185608,103.68653225898744,269.40338850021357
2681,90.9090909090909,57.14285714285714,95.0,22.0,21.0,20.0,23.842043161392212,106.0396373271942,316.84037208557135
2682,82.6086956521739,77.7777777777778,79.54545454545455,46.0,45.0,44.0,24.422427415847782,107.23503065109252,268.43959069252014
2683,60.86956521739131,18.181818181818183,57.14285714285714,23.0,22.0,21.0,23.340126752853394,104.23987030982971,341.81120562553406
2684,69.38775510204081,70.83333333333334,76.59574468085106,49.0,48.0,47.0,23.814029216766357,101.13385343551636,261.9196503162384
2685,97.14285714285714,97.05882352941177,96.96969696969695,35.0,34.0,33.0,24.224923610687256,108.11288809776306,253.22845840454102
2687,46.66666666666666,100.0,100.0,15.0,14.0,13.0,23.405286073684692,94.78440260887146,338.64326167106634
2688,88.0,87.75510204081633,91.66666666666666,50.0,49.0,48.0,24.1480131149292,106.69500184059143,306.28085231781006
2689,73.33333333333333,68.96551724137932,78.57142857142857,30.0,29.0,28.0,25.884199619293213,104.71851944923401,305.1980788707733
2690,26.92307692307693,20.0,25.0,26.0,25.0,24.0,23.91127038002014,101.31395530700684,281.57385110855097
2691,77.7777777777778,69.23076923076923,88.0,27.0,26.0,25.0,24.011268854141235,108.30664277076721,333.65638399124146
2692,80.3921568627451,74.0,87.75510204081633,51.0,50.0,49.0,25.007651567459106,106.49090123176576,348.37375950813293
2693,71.42857142857143,70.0,78.94736842105263,21.0,20.0,19.0,23.80242443084717,106.85494875907898,297.5828993320465
2694,96.77419354838707,66.66666666666666,75.86206896551724,31.0,30.0,29.0,24.06422185897827,108.22263431549072,245.04900908470157
2695,90.0,68.42105263157895,100.0,20.0,19.0,18.0,24.557308197021484,111.30402946472168,255.6082787513733
2696,47.82608695652174,50.0,66.66666666666666,23.0,22.0,21.0,25.179111242294308,105.57133674621582,363.6810700893402
2697,86.7924528301887,84.61538461538461,60.78431372549018,53.0,52.0,51.0,24.665342330932607,106.8938410282135,316.84112858772284
2698,80.0,84.61538461538461,76.31578947368422,40.0,39.0,38.0,24.715659379959106,105.38948512077332,245.02353358268738
2699,97.2972972972973,94.44444444444444,100.0,37.0,36.0,35.0,25.35802412033081,107.89589166641235,310.4486715793609
2700,94.5945945945946,83.33333333333334,82.85714285714286,37.0,36.0,35.0,25.04180097579956,101.66504383087158,339.9523582458496
2701,64.15094339622641,55.769230769230774,56.862745098039206,53.0,52.0,51.0,25.185283660888672,110.83085489273071,326.98958396911615
2702,95.45454545454544,67.44186046511628,88.09523809523809,44.0,43.0,42.0,24.5450758934021,111.3002302646637,316.92231869697565
2703,92.30769230769228,92.10526315789473,94.5945945945946,39.0,38.0,37.0,25.229886531829834,106.1068856716156,355.87346458435064
2704,72.0,79.59183673469387,93.75,50.0,49.0,48.0,25.585447072982788,109.11775255203248,356.44842863082886
2705,72.72727272727273,70.0,55.55555555555557,11.0,10.0,9.0,24.319763898849487,102.68472003936769,324.2961590290069
2706,59.09090909090909,38.095238095238095,40.0,22.0,21.0,20.0,24.50558996200561,103.15594172477722,318.97682046890264
2707,72.72727272727273,85.71428571428571,100.0,22.0,21.0,20.0,24.78734421730041,113.61683130264281,353.57049465179443
2708,100.0,91.48936170212765,91.30434782608695,48.0,47.0,46.0,24.77829480171204,102.0982551574707,329.2981333732605
2709,92.30769230769228,100.0,94.5945945945946,39.0,38.0,37.0,25.01965713500977,110.38581228256227,329.87137031555176
2710,74.07407407407408,50.0,48.0,27.0,26.0,25.0,25.26207447052002,109.12628507614136,351.7308180332184
2711,84.21052631578947,83.33333333333334,82.35294117647058,19.0,18.0,17.0,24.62169909477234,110.25457954406738,322.9220352172852
2712,90.19607843137257,84.0,87.75510204081633,51.0,50.0,49.0,25.7618670463562,112.2571074962616,272.3592004776001
2713,92.10526315789473,81.08108108108108,100.0,38.0,37.0,36.0,25.739355087280273,105.78217172622679,287.62633204460144
2714,85.71428571428571,38.46153846153847,100.0,14.0,13.0,12.0,25.36520409584045,111.85897994041443,297.35015106201166
2715,76.47058823529412,56.25,86.66666666666669,17.0,16.0,15.0,25.8510525226593,110.667582988739,308.31291079521185
2716,100.0,70.58823529411767,93.75,18.0,17.0,16.0,25.59437894821167,112.13228702545166,331.1602084636688
2717,81.81818181818183,57.14285714285714,100.0,22.0,21.0,20.0,25.521037817001343,110.54555535316469,352.7954840660095
2718,73.33333333333333,48.27586206896552,67.85714285714286,30.0,29.0,28.0,25.080654621124268,107.86357760429381,375.9096975326538
2719,35.29411764705883,36.0,44.89795918367345,51.0,50.0,49.0,25.88268804550171,112.5385570526123,332.6726617813111
2720,73.80952380952381,82.92682926829268,62.5,42.0,41.0,40.0,26.5447096824646,105.96300506591795,330.7555584907532
2721,84.21052631578947,72.97297297297297,88.88888888888891,38.0,37.0,36.0,25.477200269699093,113.15035152435304,355.89258003234863
2722,68.18181818181817,23.809523809523807,55.00000000000001,22.0,21.0,20.0,25.83870816230774,110.67082476615906,307.17020750045776
2723,76.92307692307693,33.33333333333333,81.81818181818183,13.0,12.0,11.0,25.521301984786987,107.36758613586426,356.19628167152405
2724,74.28571428571429,88.23529411764706,81.81818181818183,35.0,34.0,33.0,26.49103331565857,116.35462188720705,329.5194723606109
2725,90.4761904761905,85.0,84.21052631578947,21.0,20.0,19.0,26.210310459136963,109.50714588165285,317.48291254043585
2726,100.0,66.66666666666666,87.5,10.0,9.0,8.0,26.0029411315918,109.46518731117249,302.2207548618317
2727,9.090909090909092,30.0,0.0,11.0,10.0,9.0,25.00594425201416,106.78271412849426,362.641229391098
2728,82.35294117647058,56.25,93.33333333333331,17.0,16.0,15.0,26.17978048324585,111.12821435928343,308.7717163562775
2729,86.27450980392156,94.0,93.87755102040815,51.0,50.0,49.0,26.466705560684204,110.84505701065063,241.9615559577942
2730,84.31372549019608,76.0,83.6734693877551,51.0,50.0,49.0,26.11127233505249,114.03194856643677,271.9104609489441
2731,84.31372549019608,70.0,79.59183673469387,51.0,50.0,49.0,26.486521482467648,112.23377871513368,279.0451552867889
2732,79.375,76.10062893081762,74.0506329113924,160.0,159.0,158.0,27.57348871231079,116.38832807540894,210.51028680801392
2733,90.3846153846154,74.50980392156862,68.0,52.0,51.0,50.0,26.729650259017944,109.16184854507445,318.34051179885864
